id,postcode,province_id,location
45,10100,10,10100 บ้านบาตร ป้อมปราบศัตรูพ่าย กรุงเทพมหานคร
46,10100,10,10100 วัดโสมนัส ป้อมปราบศัตรูพ่าย กรุงเทพมหานคร
47,10100,10,10100 นางเลิ้ง ป้อมปราบศัตรูพ่าย กรุงเทพมหานคร
48,10260,10,10260 บางจาก พระโขนง กรุงเทพมหานคร
49,10510,10,10510 มีนบุรี มีนบุรี กรุงเทพมหานคร
50,10510,10,10510 แสนแสบ มีนบุรี กรุงเทพมหานคร
51,10520,10,10520 ลาดกระบัง ลาดกระบัง กรุงเทพมหานคร
52,10520,10,10520 คลองสองต้นนุ่น ลาดกระบัง กรุงเทพมหานคร
53,10520,10,10520 คลองสามประเวศ ลาดกระบัง กรุงเทพมหานคร
54,10520,10,10520 ลำปลาทิว ลาดกระบัง กรุงเทพมหานคร
55,10520,10,10520 ทับยาว ลาดกระบัง กรุงเทพมหานคร
56,10520,10,10520 ขุมทอง ลาดกระบัง กรุงเทพมหานคร
57,10120,10,10120 ช่องนนทรี ยานนาวา กรุงเทพมหานคร
58,10120,10,10120 บางโพงพาง ยานนาวา กรุงเทพมหานคร
59,10100,10,10100 จักรวรรดิ สัมพันธวงศ์ กรุงเทพมหานคร
60,10100,10,10100 สัมพันธวงศ์ สัมพันธวงศ์ กรุงเทพมหานคร
61,10100,10,10100 ตลาดน้อย สัมพันธวงศ์ กรุงเทพมหานคร
62,10400,10,10400 สามเสนใน พญาไท กรุงเทพมหานคร
63,10600,10,10600 วัดกัลยาณ์ ธนบุรี กรุงเทพมหานคร
64,10600,10,10600 หิรัญรูจี ธนบุรี กรุงเทพมหานคร
65,10600,10,10600 บางยี่เรือ ธนบุรี กรุงเทพมหานคร
66,10600,10,10600 บุคคโล ธนบุรี กรุงเทพมหานคร
67,10600,10,10600 ตลาดพลู ธนบุรี กรุงเทพมหานคร
68,10600,10,10600 วัดอรุณ บางกอกใหญ่ กรุงเทพมหานคร
69,10600,10,10600 วัดท่าพระ บางกอกใหญ่ กรุงเทพมหานคร
70,10310,10,10310 ห้วยขวาง ห้วยขวาง กรุงเทพมหานคร
71,10310,10,10310 บางกะปิ ห้วยขวาง กรุงเทพมหานคร
72,10310,10,10310 สามเสนนอก ห้วยขวาง กรุงเทพมหานคร
73,10600,10,10600 สมเด็จเจ้าพระยา คลองสาน กรุงเทพมหานคร
74,10600,10,10600 คลองสาน คลองสาน กรุงเทพมหานคร
75,10600,10,10600 บางลำภูล่าง คลองสาน กรุงเทพมหานคร
76,10600,10,10600 คลองต้นไทร คลองสาน กรุงเทพมหานคร
77,10170,10,10170 คลองชักพระ ตลิ่งชัน กรุงเทพมหานคร
78,10170,10,10170 ตลิ่งชัน ตลิ่งชัน กรุงเทพมหานคร
79,10170,10,10170 ฉิมพลี ตลิ่งชัน กรุงเทพมหานคร
80,10170,10,10170 บางพรม ตลิ่งชัน กรุงเทพมหานคร
81,10170,10,10170 บางระมาด ตลิ่งชัน กรุงเทพมหานคร
82,10170,10,10170 ทวีวัฒนา ตลิ่งชัน กรุงเทพมหานคร
83,10170,10,10170 บางเชือกหนัง ตลิ่งชัน กรุงเทพมหานคร
84,10170,10,10170 ศาลาธรรมสพน์ ตลิ่งชัน กรุงเทพมหานคร
85,10700,10,10700 ศิริราช บางกอกน้อย กรุงเทพมหานคร
86,10700,10,10700 บ้านช่างหล่อ บางกอกน้อย กรุงเทพมหานคร
87,10700,10,10700 บางขุนนนท์ บางกอกน้อย กรุงเทพมหานคร
88,10700,10,10700 บางขุนศรี บางกอกน้อย กรุงเทพมหานคร
89,10700,10,10700 อรุณอมรินทร์ บางกอกน้อย กรุงเทพมหานคร
90,10150,10,10150 ท่าข้าม บางขุนเทียน กรุงเทพมหานคร
91,10150,10,10150 แสมดำ บางขุนเทียน กรุงเทพมหานคร
92,10160,10,10160 บางหว้า ภาษีเจริญ กรุงเทพมหานคร
93,10160,10,10160 บางด้วน ภาษีเจริญ กรุงเทพมหานคร
94,10160,10,10160 บางจาก ภาษีเจริญ กรุงเทพมหานคร
95,10160,10,10160 บางแวก ภาษีเจริญ กรุงเทพมหานคร
96,10160,10,10160 คลองขวาง ภาษีเจริญ กรุงเทพมหานคร
97,10160,10,10160 ปากคลองภาษีเจริญ ภาษีเจริญ กรุงเทพมหานคร
98,10160,10,10160 คูหาสวรรค์ ภาษีเจริญ กรุงเทพมหานคร
99,10160,10,10160 หลักสอง หนองแขม กรุงเทพมหานคร
100,10160,10,10160 หนองแขม หนองแขม กรุงเทพมหานคร
101,10160,10,10160 หนองค้างพลู หนองแขม กรุงเทพมหานคร
102,10140,10,10140 ราษฎร์บูรณะ ราษฎร์บูรณะ กรุงเทพมหานคร
103,10140,10,10140 บางปะกอก ราษฎร์บูรณะ กรุงเทพมหานคร
104,10700,10,10700 บางพลัด บางพลัด กรุงเทพมหานคร
105,10700,10,10700 บางอ้อ บางพลัด กรุงเทพมหานคร
106,10700,10,10700 บางบำหรุ บางพลัด กรุงเทพมหานคร
107,10700,10,10700 บางยี่ขัน บางพลัด กรุงเทพมหานคร
108,10400,10,10400 ดินแดง ดินแดง กรุงเทพมหานคร
109,10240,10,10240 คลองกุ่ม บึงกุ่ม กรุงเทพมหานคร
110,10230,10,10230 คลองกุ่ม บึงกุ่ม กรุงเทพมหานคร
111,10120,10,10120 ทุ่งวัดดอน สาทร กรุงเทพมหานคร
112,10120,10,10120 ยานนาวา สาทร กรุงเทพมหานคร
113,10120,10,10120 ทุ่งมหาเมฆ สาทร กรุงเทพมหานคร
114,10800,10,10800 บางซื่อ บางซื่อ กรุงเทพมหานคร
115,10900,10,10900 ลาดยาว จตุจักร กรุงเทพมหานคร
116,10120,10,10120 บางคอแหลม บางคอแหลม กรุงเทพมหานคร
117,10120,10,10120 วัดพระยาไกร บางคอแหลม กรุงเทพมหานคร
118,10120,10,10120 บางโคล่ บางคอแหลม กรุงเทพมหานคร
119,10250,10,10250 ประเวศ ประเวศ กรุงเทพมหานคร
120,10250,10,10250 หนองบอน ประเวศ กรุงเทพมหานคร
121,10250,10,10250 ดอกไม้ ประเวศ กรุงเทพมหานคร
122,10250,10,10250 สวนหลวง ประเวศ กรุงเทพมหานคร
123,10110,10,10110 คลองเตย คลองเตย กรุงเทพมหานคร
124,10110,10,10110 คลองตัน คลองเตย กรุงเทพมหานคร
125,10110,10,10110 พระโขนง คลองเตย กรุงเทพมหานคร
126,10110,10,10110 คลองเตยเหนือ คลองเตย กรุงเทพมหานคร
127,10260,10,10260 พระโขนง คลองเตย กรุงเทพมหานคร
128,10250,10,10250 สวนหลวง สวนหลวง กรุงเทพมหานคร
129,10150,10,10150 บางขุนเทียน จอมทอง กรุงเทพมหานคร
130,10150,10,10150 บางค้อ จอมทอง กรุงเทพมหานคร
131,10150,10,10150 บางมด จอมทอง กรุงเทพมหานคร
132,10150,10,10150 จอมทอง จอมทอง กรุงเทพมหานคร
133,10210,10,10210 ตลาดบางเขน ดอนเมือง กรุงเทพมหานคร
134,10210,10,10210 สีกัน ดอนเมือง กรุงเทพมหานคร
135,10210,10,10210 ทุ่งสองห้อง ดอนเมือง กรุงเทพมหานคร
136,10002,10,10002 สำนักงานการสื่อสารแห่งประเทศไทยหลักสี่ ดอนเมือง กรุงเทพมหานคร
137,10001,10,10001 ศูนย์ไปรษณีย์ดอนเมือง ดอนเมือง กรุงเทพมหานคร
138,10010,10,10010 ศูนย์ไปรษณีย์หลักสี่ ดอนเมือง กรุงเทพมหานคร
139,10003,10,10003 ที่ทำการไปรษณียภัณฑ์คืน ดอนเมือง กรุงเทพมหานคร
140,10400,10,10400 ทุ่งพญาไท ราชเทวี กรุงเทพมหานคร
141,10400,10,10400 ถนนพญาไท ราชเทวี กรุงเทพมหานคร
142,10400,10,10400 ถนนเพชรบุรี ราชเทวี กรุงเทพมหานคร
143,10400,10,10400 มักกะสัน ราชเทวี กรุงเทพมหานคร
144,10230,10,10230 ลาดพร้าว ลาดพร้าว กรุงเทพมหานคร
145,10230,10,10230 จรเข้บัว ลาดพร้าว กรุงเทพมหานคร
146,10110,10,10110 คลองเตยเหนือ วัฒนา กรุงเทพมหานคร
147,10110,10,10110 คลองตันเหนือ วัฒนา กรุงเทพมหานคร
148,10110,10,10110 พระโขนงเหนือ วัฒนา กรุงเทพมหานคร
149,10260,10,10260 พระโขนงเหนือ วัฒนา กรุงเทพมหานคร
150,10160,10,10160 บางแค บางแค กรุงเทพมหานคร
151,10160,10,10160 บางแคเหนือ บางแค กรุงเทพมหานคร
152,10160,10,10160 บางไผ่ บางแค กรุงเทพมหานคร
153,10160,10,10160 หลักสอง บางแค กรุงเทพมหานคร
154,10210,10,10210 ทุ่งสองห้อง หลักสี่ กรุงเทพมหานคร
155,10210,10,10210 ตลาดบางเขน หลักสี่ กรุงเทพมหานคร
156,10220,10,10220 สายไหม สายไหม กรุงเทพมหานคร
157,10220,10,10220 ออเงิน สายไหม กรุงเทพมหานคร
158,10220,10,10220 คลองถนน สายไหม กรุงเทพมหานคร
159,10230,10,10230 คันนายาว คันนายาว กรุงเทพมหานคร
160,10240,10,10240 สะพานสูง สะพานสูง กรุงเทพมหานคร
161,10250,10,10250 สะพานสูง สะพานสูง กรุงเทพมหานคร
162,10310,10,10310 วังทองหลาง วังทองหลาง กรุงเทพมหานคร
163,10510,10,10510 สามวาตะวันตก คลองสามวา กรุงเทพมหานคร
164,10510,10,10510 สามวาตะวันออก คลองสามวา กรุงเทพมหานคร
165,10510,10,10510 บางชัน คลองสามวา กรุงเทพมหานคร
166,10510,10,10510 ทรายกองดิน คลองสามวา กรุงเทพมหานคร
167,10510,10,10510 ทรายกองดินใต้ คลองสามวา กรุงเทพมหานคร
168,10260,10,10260 บางนา บางนา กรุงเทพมหานคร
169,10170,10,10170 ทวีวัฒนา ทวีวัฒนา กรุงเทพมหานคร
170,10170,10,10170 ศาลาธรรมสพน์ ทวีวัฒนา กรุงเทพมหานคร
171,10140,10,10140 บางมด ทุ่งครุ กรุงเทพมหานคร
172,10140,10,10140 ทุ่งครุ ทุ่งครุ กรุงเทพมหานคร
173,10150,10,10150 บางบอน บางบอน กรุงเทพมหานคร
174,10270,11,10270 ปากน้ำ เมืองสมุทรปราการ สมุทรปราการ
175,10270,11,10270 สำโรงเหนือ เมืองสมุทรปราการ สมุทรปราการ
176,10270,11,10270 บางเมือง เมืองสมุทรปราการ สมุทรปราการ
177,10280,11,10280 ท้ายบ้าน เมืองสมุทรปราการ สมุทรปราการ
178,10280,11,10280 บางปูใหม่ เมืองสมุทรปราการ สมุทรปราการ
179,10280,11,10280 แพรกษา เมืองสมุทรปราการ สมุทรปราการ
180,10270,11,10270 บางโปรง เมืองสมุทรปราการ สมุทรปราการ
181,10280,11,10280 บางปู เมืองสมุทรปราการ สมุทรปราการ
182,10270,11,10270 บางด้วน เมืองสมุทรปราการ สมุทรปราการ
183,10270,11,10270 บางเมืองใหม่ เมืองสมุทรปราการ สมุทรปราการ
184,10270,11,10270 เทพารักษ์ เมืองสมุทรปราการ สมุทรปราการ
185,10280,11,10280 ท้ายบ้านใหม่ เมืองสมุทรปราการ สมุทรปราการ
186,10280,11,10280 แพรกษาใหม่ เมืองสมุทรปราการ สมุทรปราการ
187,10560,11,10560 บางบ่อ บางบ่อ สมุทรปราการ
188,10560,11,10560 บ้านระกาศ บางบ่อ สมุทรปราการ
189,10560,11,10560 บางพลีน้อย บางบ่อ สมุทรปราการ
190,10560,11,10560 บางเพรียง บางบ่อ สมุทรปราการ
191,10550,11,10550 คลองด่าน บางบ่อ สมุทรปราการ
192,10560,11,10560 คลองสวน บางบ่อ สมุทรปราการ
193,10560,11,10560 เปร็ง บางบ่อ สมุทรปราการ
194,10560,11,10560 คลองนิยมยาตรา บางบ่อ สมุทรปราการ
195,10540,11,10540 บางพลีใหญ่ บางพลี สมุทรปราการ
196,10540,11,10540 บางแก้ว บางพลี สมุทรปราการ
197,10540,11,10540 บางปลา บางพลี สมุทรปราการ
198,10540,11,10540 บางโฉลง บางพลี สมุทรปราการ
199,10540,11,10540 ราชาเทวะ บางพลี สมุทรปราการ
200,10540,11,10540 หนองปรือ บางพลี สมุทรปราการ
201,10130,11,10130 ตลาด พระประแดง สมุทรปราการ
202,10130,11,10130 บางพึ่ง พระประแดง สมุทรปราการ
203,10130,11,10130 บางจาก พระประแดง สมุทรปราการ
204,10130,11,10130 บางครุ พระประแดง สมุทรปราการ
205,10130,11,10130 บางหญ้าแพรก พระประแดง สมุทรปราการ
206,10130,11,10130 บางหัวเสือ พระประแดง สมุทรปราการ
207,10130,11,10130 สำโรงใต้ พระประแดง สมุทรปราการ
208,10130,11,10130 บางยอ พระประแดง สมุทรปราการ
209,10130,11,10130 บางกะเจ้า พระประแดง สมุทรปราการ
210,10130,11,10130 บางน้ำผึ้ง พระประแดง สมุทรปราการ
211,10130,11,10130 บางกระสอบ พระประแดง สมุทรปราการ
212,10130,11,10130 บางกอบัว พระประแดง สมุทรปราการ
213,10130,11,10130 ทรงคนอง พระประแดง สมุทรปราการ
214,10130,11,10130 สำโรง พระประแดง สมุทรปราการ
215,10130,11,10130 สำโรงกลาง พระประแดง สมุทรปราการ
216,10290,11,10290 นาเกลือ พระสมุทรเจดีย์ สมุทรปราการ
217,10290,11,10290 บ้านคลองสวน พระสมุทรเจดีย์ สมุทรปราการ
218,10290,11,10290 แหลมฟ้าผ่า พระสมุทรเจดีย์ สมุทรปราการ
219,10290,11,10290 ปากคลองบางปลากด พระสมุทรเจดีย์ สมุทรปราการ
220,10290,11,10290 ในคลองบางปลากด พระสมุทรเจดีย์ สมุทรปราการ
221,10540,11,10540 บางเสาธง บางเสาธง สมุทรปราการ
222,10540,11,10540 ศีรษะจรเข้น้อย บางเสาธง สมุทรปราการ
223,10540,11,10540 ศีรษะจรเข้ใหญ่ บางเสาธง สมุทรปราการ
224,11000,12,11000 สวนใหญ่ เมืองนนทบุรี นนทบุรี
225,11000,12,11000 ตลาดขวัญ เมืองนนทบุรี นนทบุรี
226,11000,12,11000 บางเขน เมืองนนทบุรี นนทบุรี
227,11000,12,11000 บางกระสอ เมืองนนทบุรี นนทบุรี
228,11000,12,11000 ท่าทราย เมืองนนทบุรี นนทบุรี
229,11000,12,11000 บางไผ่ เมืองนนทบุรี นนทบุรี
230,11000,12,11000 บางศรีเมือง เมืองนนทบุรี นนทบุรี
231,11000,12,11000 บางกร่าง เมืองนนทบุรี นนทบุรี
232,11000,12,11000 ไทรม้า เมืองนนทบุรี นนทบุรี
233,11000,12,11000 บางรักน้อย เมืองนนทบุรี นนทบุรี
234,11130,12,11130 วัดชลอ บางกรวย นนทบุรี
235,11130,12,11130 บางกรวย บางกรวย นนทบุรี
236,11130,12,11130 บางสีทอง บางกรวย นนทบุรี
237,11130,12,11130 บางขนุน บางกรวย นนทบุรี
238,11130,12,11130 บางขุนกอง บางกรวย นนทบุรี
239,11130,12,11130 บางคูเวียง บางกรวย นนทบุรี
240,11130,12,11130 มหาสวัสดิ์ บางกรวย นนทบุรี
241,11130,12,11130 ปลายบาง บางกรวย นนทบุรี
242,11130,12,11130 ศาลากลาง บางกรวย นนทบุรี
243,11140,12,11140 บางม่วง บางใหญ่ นนทบุรี
244,11140,12,11140 บางแม่นาง บางใหญ่ นนทบุรี
245,11140,12,11140 บางเลน บางใหญ่ นนทบุรี
246,11140,12,11140 เสาธงหิน บางใหญ่ นนทบุรี
247,11140,12,11140 บางใหญ่ บางใหญ่ นนทบุรี
248,11140,12,11140 บ้านใหม่ บางใหญ่ นนทบุรี
249,11110,12,11110 โสนลอย บางบัวทอง นนทบุรี
250,11110,12,11110 บางบัวทอง บางบัวทอง นนทบุรี
251,11110,12,11110 บางรักใหญ่ บางบัวทอง นนทบุรี
252,11110,12,11110 บางคูรัด บางบัวทอง นนทบุรี
253,11110,12,11110 ละหาร บางบัวทอง นนทบุรี
254,11110,12,11110 ลำโพ บางบัวทอง นนทบุรี
255,11110,12,11110 พิมลราช บางบัวทอง นนทบุรี
256,11110,12,11110 บางรักพัฒนา บางบัวทอง นนทบุรี
257,11150,12,11150 ไทรน้อย ไทรน้อย นนทบุรี
258,11150,12,11150 ราษฎร์นิยม ไทรน้อย นนทบุรี
259,11150,12,11150 หนองเพรางาย ไทรน้อย นนทบุรี
260,11150,12,11150 ไทรใหญ่ ไทรน้อย นนทบุรี
261,11150,12,11150 ขุนศรี ไทรน้อย นนทบุรี
262,11150,12,11150 คลองขวาง ไทรน้อย นนทบุรี
263,11150,12,11150 ทวีวัฒนา ไทรน้อย นนทบุรี
264,11120,12,11120 ปากเกร็ด ปากเกร็ด นนทบุรี
265,11120,12,11120 บางตลาด ปากเกร็ด นนทบุรี
266,11120,12,11120 บ้านใหม่ ปากเกร็ด นนทบุรี
267,11120,12,11120 บางพูด ปากเกร็ด นนทบุรี
268,11120,12,11120 บางตะไนย์ ปากเกร็ด นนทบุรี
269,11120,12,11120 คลองพระอุดม ปากเกร็ด นนทบุรี
270,11120,12,11120 ท่าอิฐ ปากเกร็ด นนทบุรี
271,11120,12,11120 เกาะเกร็ด ปากเกร็ด นนทบุรี
272,11120,12,11120 อ้อมเกร็ด ปากเกร็ด นนทบุรี
273,11120,12,11120 คลองข่อย ปากเกร็ด นนทบุรี
274,11120,12,11120 บางพลับ ปากเกร็ด นนทบุรี
275,11120,12,11120 คลองเกลือ ปากเกร็ด นนทบุรี
276,12000,13,12000 บางปรอก เมืองปทุมธานี ปทุมธานี
277,12000,13,12000 บ้านใหม่ เมืองปทุมธานี ปทุมธานี
278,12000,13,12000 บ้านกลาง เมืองปทุมธานี ปทุมธานี
279,12000,13,12000 บ้านฉาง เมืองปทุมธานี ปทุมธานี
280,12000,13,12000 บ้านกระแชง เมืองปทุมธานี ปทุมธานี
281,12000,13,12000 บางขะแยง เมืองปทุมธานี ปทุมธานี
282,12000,13,12000 บางคูวัด เมืองปทุมธานี ปทุมธานี
283,12000,13,12000 บางหลวง เมืองปทุมธานี ปทุมธานี
284,12000,13,12000 บางเดื่อ เมืองปทุมธานี ปทุมธานี
285,12000,13,12000 บางพูด เมืองปทุมธานี ปทุมธานี
286,12000,13,12000 บางพูน เมืองปทุมธานี ปทุมธานี
287,12000,13,12000 บางกะดี เมืองปทุมธานี ปทุมธานี
288,12000,13,12000 สวนพริกไทย เมืองปทุมธานี ปทุมธานี
289,12000,13,12000 หลักหก เมืองปทุมธานี ปทุมธานี
290,12120,13,12120 คลองหนึ่ง คลองหลวง ปทุมธานี
291,12120,13,12120 คลองสอง คลองหลวง ปทุมธานี
292,12120,13,12120 คลองสาม คลองหลวง ปทุมธานี
293,12120,13,12120 คลองสี่ คลองหลวง ปทุมธานี
294,12110,13,12110 คลองห้า คลองหลวง ปทุมธานี
295,12110,13,12110 คลองหก คลองหลวง ปทุมธานี
296,12120,13,12120 คลองเจ็ด คลองหลวง ปทุมธานี
297,13180,13,13180 คลองหนึ่ง คลองหลวง ปทุมธานี
298,13180,13,13180 มหาวิทยาลัยราชภัฎเพชรบุรีวิทยาลงกรณ์ คลองหลวง ปทุมธานี
299,12110,13,12110 สถานบำบัดหญิงธัญบุรี คลองหลวง ปทุมธานี
300,12110,13,12110 สถาบันเทคโนโลยีราชมงคลคลองหก คลองหลวง ปทุมธานี
301,12130,13,12130 ประชาธิปัตย์ ธัญบุรี ปทุมธานี
302,12130,13,12130 บึงยี่โถ ธัญบุรี ปทุมธานี
303,12110,13,12110 รังสิต ธัญบุรี ปทุมธานี
304,12110,13,12110 ลำผักกูด ธัญบุรี ปทุมธานี
305,12110,13,12110 บึงสนั่น ธัญบุรี ปทุมธานี
306,12110,13,12110 บึงน้ำรักษ์ ธัญบุรี ปทุมธานี
307,12170,13,12170 บึงบา หนองเสือ ปทุมธานี
308,12170,13,12170 บึงบอน หนองเสือ ปทุมธานี
309,12170,13,12170 บึงกาสาม หนองเสือ ปทุมธานี
310,12170,13,12170 บึงชำอ้อ หนองเสือ ปทุมธานี
311,12170,13,12170 หนองสามวัง หนองเสือ ปทุมธานี
312,12170,13,12170 ศาลาครุ หนองเสือ ปทุมธานี
313,12170,13,12170 นพรัตน์ หนองเสือ ปทุมธานี
314,12140,13,12140 ระแหง ลาดหลุมแก้ว ปทุมธานี
315,12140,13,12140 ลาดหลุมแก้ว ลาดหลุมแก้ว ปทุมธานี
316,12140,13,12140 คูบางหลวง ลาดหลุมแก้ว ปทุมธานี
317,12140,13,12140 คูขวาง ลาดหลุมแก้ว ปทุมธานี
318,12140,13,12140 คลองพระอุดม ลาดหลุมแก้ว ปทุมธานี
319,12140,13,12140 บ่อเงิน ลาดหลุมแก้ว ปทุมธานี
320,12140,13,12140 หน้าไม้ ลาดหลุมแก้ว ปทุมธานี
321,12130,13,12130 คูคต ลำลูกกา ปทุมธานี
322,12150,13,12150 ลาดสวาย ลำลูกกา ปทุมธานี
323,12150,13,12150 บึงคำพร้อย ลำลูกกา ปทุมธานี
324,12150,13,12150 ลำลูกกา ลำลูกกา ปทุมธานี
325,12150,13,12150 บึงทองหลาง ลำลูกกา ปทุมธานี
326,12150,13,12150 ลำไทร ลำลูกกา ปทุมธานี
327,12150,13,12150 บึงคอไห ลำลูกกา ปทุมธานี
328,12150,13,12150 พืชอุดม ลำลูกกา ปทุมธานี
329,12160,13,12160 บางเตย สามโคก ปทุมธานี
330,12160,13,12160 คลองควาย สามโคก ปทุมธานี
331,12160,13,12160 สามโคก สามโคก ปทุมธานี
332,12160,13,12160 กระแชง สามโคก ปทุมธานี
333,12160,13,12160 บางโพธิ์เหนือ สามโคก ปทุมธานี
334,12160,13,12160 เชียงรากใหญ่ สามโคก ปทุมธานี
335,12160,13,12160 บ้านปทุม สามโคก ปทุมธานี
336,12160,13,12160 บ้านงิ้ว สามโคก ปทุมธานี
337,12160,13,12160 เชียงรากน้อย สามโคก ปทุมธานี
338,12160,13,12160 บางกระบือ สามโคก ปทุมธานี
339,12160,13,12160 ท้ายเกาะ สามโคก ปทุมธานี
340,13000,14,13000 ประตูชัย พระนครศรีอยุธยา พระนครศรีอยุธยา
341,13000,14,13000 กะมัง พระนครศรีอยุธยา พระนครศรีอยุธยา
342,13000,14,13000 หอรัตนไชย พระนครศรีอยุธยา พระนครศรีอยุธยา
343,13000,14,13000 หัวรอ พระนครศรีอยุธยา พระนครศรีอยุธยา
344,13000,14,13000 ท่าวาสุกรี พระนครศรีอยุธยา พระนครศรีอยุธยา
345,13000,14,13000 ไผ่ลิง พระนครศรีอยุธยา พระนครศรีอยุธยา
346,13000,14,13000 ปากกราน พระนครศรีอยุธยา พระนครศรีอยุธยา
347,13000,14,13000 ภูเขาทอง พระนครศรีอยุธยา พระนครศรีอยุธยา
348,13000,14,13000 สำเภาล่ม พระนครศรีอยุธยา พระนครศรีอยุธยา
349,13000,14,13000 สวนพริก พระนครศรีอยุธยา พระนครศรีอยุธยา
350,13000,14,13000 คลองตะเคียน พระนครศรีอยุธยา พระนครศรีอยุธยา
351,13000,14,13000 วัดตูม พระนครศรีอยุธยา พระนครศรีอยุธยา
352,13000,14,13000 หันตรา พระนครศรีอยุธยา พระนครศรีอยุธยา
353,13000,14,13000 ลุมพลี พระนครศรีอยุธยา พระนครศรีอยุธยา
354,13000,14,13000 บ้านใหม่ พระนครศรีอยุธยา พระนครศรีอยุธยา
355,13000,14,13000 บ้านเกาะ พระนครศรีอยุธยา พระนครศรีอยุธยา
356,13000,14,13000 คลองสวนพลู พระนครศรีอยุธยา พระนครศรีอยุธยา
357,13000,14,13000 คลองสระบัว พระนครศรีอยุธยา พระนครศรีอยุธยา
358,13000,14,13000 เกาะเรียน พระนครศรีอยุธยา พระนครศรีอยุธยา
359,13000,14,13000 บ้านป้อม พระนครศรีอยุธยา พระนครศรีอยุธยา
360,13000,14,13000 บ้านรุน พระนครศรีอยุธยา พระนครศรีอยุธยา
361,13130,14,13130 ท่าเรือ ท่าเรือ พระนครศรีอยุธยา
362,13130,14,13130 จำปา ท่าเรือ พระนครศรีอยุธยา
363,13130,14,13130 ท่าหลวง ท่าเรือ พระนครศรีอยุธยา
364,13130,14,13130 บ้านร่อม ท่าเรือ พระนครศรีอยุธยา
365,13130,14,13130 ศาลาลอย ท่าเรือ พระนครศรีอยุธยา
366,13130,14,13130 วังแดง ท่าเรือ พระนครศรีอยุธยา
